filename,filesize,encoding,header
mysong_1.mp3,500000,,
mysong_2.mp3,500000,,
mysong_3.mp3,500000,,
mysong_4.mp3,500000,,
mysong_5.mp3,500000,,
mysong_6.mp3,500000,,
mysong_7.mp3,500000,,
mysong_8.mp3,500000,,
mysong_9.mp3,500000,,
mysong_10.mp3,500000,,
mysong_11.mp3,184920,,
